Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country
329,Gurkeerat Singh,6/29/1990,Right hand Bat,Right-arm offbreak,India
330,AP Majumdar,4/30/1984,Right hand Bat,Legbreak googly,India
331,PA Reddy,11/2/1991,Right hand Bat,Legbreak,India
332,K Upadhyay,6/18/1986,Right hand Bat,Right-arm medium,India
333,P Awana,7/19/1986,Right hand Bat,Right-arm medium,India
334,AD Russell,4/29/1988,Right hand Bat,Right-arm fast,West Indies
335,A Chandila,5/12/1983,Right hand Bat,Right-arm offbreak,India
336,CA Lynn,10/4/1990,Right hand Bat,Slow left-arm orthodox,Australia
337,Sunny Gupta,9/27/1988,Right hand Bat,Right-arm offbreak,India
338,MC Juneja,12/9/1990,Right hand Bat,Right-arm offbreak,India
339,KK Nair,6/12/1991,Right hand Bat,Right-arm offbreak,India
340,GH Vihari,10/13/1993,Right hand Bat,Right-arm offbreak,India
341,MDKJ Perera,8/17/1990,Left hand Bat,NA,Sri Lanka
342,R Shukla,8/28/1990,Right hand Bat,Right-arm medium,India
343,B Laughlin,3/10/1982,Right hand Bat,Right-arm fast-medium,Australia
344,AS Rajpoot,4/12/1993,Right hand Bat,Right-arm medium,India
345,M Vohra,7/18/1993,Right hand Bat,Right-arm medium,India
346,JD Unadkat,10/18/1991,Right hand Bat,Left-arm medium,India
347,Mohammed Shami,3/9/1990,Right hand Bat,Right-arm fast-medium,India
348,BMAJ Mendis,1/15/1983,Left hand Bat,Legbreak,Sri Lanka
349,R Rampaul,10/15/1984,Left hand Bat,Right-arm fast-medium,West Indies
350,CH Morris,4/30/1987,Right hand Bat,Right-arm fast-medium,South Africa
351,SV Samson,11/11/1994,Right hand Bat,NA,India
352,SMSM Senanayake,9/2/1985,Right hand Bat,Right-arm offbreak,Sri Lanka
353,BJ Rohrer,3/26/1981,Left hand Bat,NA,Australia
354,KL Rahul,4/18/1992,Right hand Bat,NA,India
355,Q de Kock,12/17/1992,Left hand Bat,NA,South Africa
356,R Dhawan,2/19/1990,Right hand Bat,Right-arm medium-fast,India
357,MG Johnson,2/11/1981,Left hand Bat,Left-arm fast,Australia
358,LJ Wright,7/3/1985,Right hand Bat,Right-arm medium-fast,England
359,IC Pandey,8/15/1989,Right hand Bat,Right-arm medium,India
360,CM Gautam,8/3/1986,Right hand Bat,NA,India
361,X Thalaivan Sargunam,5/15/1985,Right hand Bat,Right-arm offbreak,India
362,DJG Sammy,12/20/1983,Right hand Bat,Right-arm medium-fast,West Indies
363,KW Richardson,12/2/1991,Right hand Bat,Right-arm fast-medium,Australia
364,MM Sharma,9/18/1988,Right hand Bat,Right-arm medium,India
365,UA Birla,11/17/1989,Right hand Bat,Right-arm medium,India
366,Parvez Rasool,2/13/1989,Right hand Bat,Right-arm offbreak,India
367,Sandeep Sharma,5/18/1993,Right hand Bat,Right-arm medium,India
368,S Kaul,5/19/1990,Right hand Bat,Right-arm medium,India
369,Sachin Baby,12/18/1988,Left hand Bat,Right-arm offbreak,India
370,PV Tambe,8/10/1971,Right hand Bat,Legbreak,India
371,NM Coulter-Nile,11/10/1987,Right hand Bat,Right-arm fast,Australia
372,CJ Anderson,12/13/1990,Left hand Bat,Left-arm medium-fast,New Zealand
373,NJ Maddinson,12/21/1991,Left hand Bat,Slow left-arm orthodox,Australia
374,AR Patel,1/20/1994,Left hand Bat,Slow left-arm orthodox,India
375,JJ Bumrah,6/12/1993,Right hand Bat,Right-arm medium,India
376,JDS Neesham,9/17/1990,Left hand Bat,Right-arm medium,New Zealand
377,TG Southee,11/12/1988,Right hand Bat,Right-arm medium-fast,New Zealand
378,MA Starc,1/30/1990,Left hand Bat,Left-arm fast,Australia
379,BR Dunk,11/3/1987,Left hand Bat,NA,Australia
380,RR Rossouw,9/10/1989,Left hand Bat,Right-arm offbreak,South Africa
381,Shivam Sharma,9/9/1993,Right hand Bat,Right-arm offbreak,India
382,YS Chahal,7/23/1990,Right hand Bat,Legbreak googly,India
383,LMP Simmons,1/25/1985,Right hand Bat,Right-arm medium-fast,West Indies
384,VH Zol,11/23/1994,Left hand Bat,Right-arm offbreak,India
385,BCJ Cutting,1/30/1987,Right hand Bat,Right-arm fast-medium,Australia
386,Imran Tahir,3/27/1979,Right hand Bat,Legbreak googly,India
387,BE Hendricks,8/6/1990,Left hand Bat,Left-arm fast-medium,South Africa
388,S Gopal,4/9/1993,Right hand Bat,Legbreak,India
389,M de Lange,10/13/1990,Right hand Bat,Right-arm fast,South Africa
390,R Tewatia,5/20/1993,Left hand Bat,Legbreak,India
391,JO Holder,5/11/1991,Right hand Bat,Right-arm medium-fast,West Indies
392,Karanveer Singh,8/11/1987,Right hand Bat,Legbreak googly,India
393,SS Iyer,6/12/1994,Right hand Bat,Legbreak googly,India
394,DJ Hooda,4/19/1995,Right hand Bat,Right-arm offbreak,India
395,Anureet Singh,2/3/1988,Right hand Bat,Right-arm medium,India
396,KS Williamson,8/8/1990,Right hand Bat,Right-arm offbreak,New Zealand
397,SA Abbott,2/29/1992,Right hand Bat,Right-arm fast-medium,New Zealand
398,J Suchith,1/16/1994,Left hand Bat,Slow left-arm orthodox,India
399,RG More,2/2/1992,Right hand Bat,Right-arm medium,India
400,HH Pandya,11/10/1993,Right hand Bat,Right-arm medium-fast,India
401,D Wiese,5/18/1985,Right hand Bat,Right-arm medium-fast,South Africa
402,SN Khan,10/27/1997,Right hand Bat,Legbreak,India
403,MJ McClenaghan,11/6/1986,Left hand Bat,Left-arm fast-medium,New Zealand
404,DJ Muthuswami,9/3/1981,Right hand Bat,Right-arm medium,India
405,PJ Cummins,8/5/1993,Right hand Bat,Right-arm fast,Australia
406,SN Thakur,10/16/1991,Right hand Bat,Right-arm medium,India
407,JC Buttler,8/9/1990,Right hand Bat,NA,England
408,CR Brathwaite,7/18/1988,Right hand Bat,Right-arm fast-medium,West Indies
409,MP Stoinis,8/16/1989,Right hand Bat,Right-arm medium,Australia
410,Ishan Kishan,7/18/1998,Left hand Bat,NA,India
411,C Munro,11/3/1987,Left hand Bat,Right-arm medium-fast,New Zealand
412,P Sahu,8/21/1985,Right hand Bat,Legbreak googly,India
413,KH Pandya,3/24/1991,Left hand Bat,Slow left-arm orthodox,India
414,AD Nath,10/5/1993,Right hand Bat,Right-arm medium-fast,India
415,MJ Guptill,9/30/1986,Right hand Bat,Right-arm offbreak,New Zealand
416,KJ Abbott,6/18/1987,Right hand Bat,Right-arm fast-medium,South Africa
417,TM Head,12/29/1993,Left hand Bat,Right-arm offbreak,Australia
418,M Ashwin,8/9/1990,Right hand Bat,Legbreak googly,India
419,NS Naik,9/11/1994,Right hand Bat,NA,India
420,RR Pant,4/10/1997,Left hand Bat,NA,India
421,SW Billings,6/15/1991,Right hand Bat,NA,England
422,KC Cariappa,4/13/1994,Right hand Bat,Legbreak,India
423,PSP Handscomb,4/26/1991,Right hand Bat,NA,Australia
424,Swapnil Singh,1/22/1991,Right hand Bat,Slow left-arm orthodox,India
425,J Yadav,1/22/1990,Right hand Bat,Right-arm offbreak,India
426,UT Khawaja,12/18/1986,Left hand Bat,Right-arm medium,Australia
427,HM Amla,3/31/1983,Right hand Bat,Right-arm offbreak,South Africa
428,F Behardien,9/10/1983,Right hand Bat,Right-arm fast-medium,South Africa
429,BB Sran,10/12/1992,Left hand Bat,Left-arm medium,India
430,A Zampa,3/31/1992,Right hand Bat,Legbreak googly,Australia
431,N Rana,12/27/1993,Left hand Bat,Right-arm offbreak,India
432,S Kaushik,7/9/1995,Right hand Bat,Slow left-arm chinaman,India
433,ER Dwivedi,7/22/1988,Right hand Bat,NA,India
434,CJ Jordan,4/10/1988,Right hand Bat,Right-arm fast-medium,England
435,P Amarnath,1/6/1982,Right hand Bat,Right-arm medium,India
436,B Geeves,6/13/1982,Right hand Bat,Right-arm fast-medium,Australia
437,Gagandeep Singh,3/10/1981,Right hand Bat,Right-arm medium-fast,India
438,A Nel,7/15/1977,Right hand Bat,Right-arm fast-medium,South Africa
439,AM Salvi,10/20/1981,Right hand Bat,Right-arm medium,India
440,RR Bose,2/27/1979,Right hand Bat,Right-arm fast-medium,India
441,SS Sarkar,12/15/1984,Right hand Bat,Right-arm medium,India
442,RA Shaikh,12/6/1985,Left hand Bat,Left-arm medium,India
443,C Ganapathy,10/6/1981,Right hand Bat,Right-arm medium,India
444,MB Parmar,12/4/1988,Right hand Bat,Right-arm offbreak,India
445,AA Kazi,9/29/1989,Left hand Bat,Slow left-arm orthodox,India
446,Anand Rajan,4/17/1987,Right hand Bat,Right-arm medium,India
447,P Prasanth,5/22/1985,Left hand Bat,Slow left-arm orthodox,India
448,SS Mundhe,10/27/1988,Right hand Bat,Right-arm medium,India
449,RW Price,12/6/1976,Right hand Bat,Slow left-arm orthodox,Zimbabwe
450,TP Sudhindra,4/24/1984,Left hand Bat,Right-arm fast,India
451,BW Hilfenhaus,3/15/1983,Right hand Bat,Right-arm fast-medium,Australia
452,S Badree,9/3/1981,Right hand Bat,Legbreak,West Indies
453,P Suyal,10/15/1989,Right hand Bat,Left-arm medium,India
454,MG Neser,3/29/1990,Right hand Bat,Right-arm medium,Australia
455,V Shankar,1/26/1991,Right hand Bat,Right-arm medium,India
456,K Santokie,12/20/1984,Left hand Bat,Left-arm medium,West Indies
457,JW Hastings,4/11/1985,Right hand Bat,Right-arm fast-medium,Australia
458,TA Boult,7/22/1989,Right hand Bat,Left-arm fast-medium,New Zealand
459,GS Sandhu,6/14/1993,Left hand Bat,Right-arm fast-medium,Australia
460,Mustafizur Rahman,6/9/1995,Left hand Bat,Left-arm fast-medium,Bangladesh
461,AF Milne,4/13/1992,Right hand Bat,Right-arm fast,New Zealand
462,Kuldeep Yadav,12/14/1994,Left hand Bat,Slow left-arm chinaman,India
463,T Shamsi,2/18/1990,Right hand Bat,Slow left-arm chinaman,South Africa
464,SM Boland,11/4/1989,Right hand Bat,Right-arm fast-medium,Australia
465,DL Chahar,7/8/1992,Right hand Bat,Right-arm medium,India
466,P Dharmani,9/27/1974,Right hand Bat,NA,India
467,RV Pawar,6/9/1979,Left hand Bat,Slow left-arm orthodox,India
468,KH Devdhar,12/14/1989,Right hand Bat,NA,India
469,T Mishra,12/22/1986,Right hand Bat,Right-arm fast-medium,India
470,A Choudhary,1/28/1990,Right hand Bat,Left-arm medium,India
471,AJ Tye,12/12/1986,Right hand Bat,Right-arm medium fast,Australia
472,Ankit Soni,2/8/1993,Right hand Bat, Legbreak,India
473,AR Bawne,12/17/1992,Right hand Bat,Right-arm offbreak,India
474,Avesh Khan,12/13/1996,Right hand Bat,Right-arm medium-fast,India
475,B Stanlake,4/11/1994,Left hand Bat,Right-arm fast,Australia
476,BA Stokes,4/6/1991,Left hand Bat,Right-arm fast-medium,England
477,Basil Thampi,11/9/1993,Right hand Bat, Right-arm fast-medium,India
478,C de Grandhomme,7/22/1986,Right hand Bat,Right-arm fast-medium,New Zealand
479,CR Woakes,2/3/1989,Right hand Bat,Right-arm fast-medium,England
480,DM Bravo,6/2/1989,Left hand Bat,Right-arm medium-fast,West Indies
481,JJ Roy,7/21/1990,Right hand Bat,NA,England
482,K Rabada,5/25/1995,Left hand Bat,Right-arm fast,South Africa
483,LH Ferguson,6/13/1991,Right hand Bat,Right-arm fast,New Zealand
484,MJ Henry,12/14/1991,Right hand Bat,Right-arm fast-medium,New Zealand
485,Mohammad Nabi,1/1/1985,Right hand Bat,Right-arm offbreak,Afghanistan
486,Mohammed Siraj,3/13/1994,Right hand Bat, Right-arm medium-fast,India
487,NB Singh,8/9/1995,Right hand Bat,Right-arm medium,India
488,RA Tripathi,2/3/1991,Right hand Bat,Right-arm medium,India
489,Rashid Khan,11/20/1998,Right hand Bat,Legbreak googly,Afghanistan
490,RD Chahar,4/8/1999,Right hand Bat,Legbreak googly,India
491,SP Jackson,9/27/1986,Right hand Bat,NA,India
492,SS Agarwal,11/21/1993,Right hand Bat,Legbreak googly,India
493,T Natarajan,5/27/1991,Left hand Bat,Left-arm medium,India
494,Tejas Baroka,1/2/1996,Right hand Bat,Legbreak googly,India
495,TS Mills,12/8/1992,Right hand Bat, Left-arm fast,England
496,Vishnu Vinod,2/12/1993,Right hand Bat,NA,India
497,Washington Sundar,5/10/1999,Left hand Bat, Right-arm offbreak,India
498,YBK Jaiswal,12/28/2001,Left hand Bat,Leg break,India
499,D Padikkal,7/7/2000,Left hand Bat,Off break,India
500,SO Hetmyer,12/26/1996,Left hand Bat,NA,West Indies
501,R Parag,11/10/2001,Right hand Bat,Leg break,India
502,OC McCoy,1/4/1997,Left hand Bat,Left-arm medium fast,West Indies
503,Shubman Gill,9/8/1999,Right hand Bat,Off break,India
504,RM Patidar,7/29/1997,Right hand Bat,Leg break,India
505,MK Lomror,11/16/1999,Left hand Bat,Slow left-arm orthodox,India
506,Shahbaz Ahmed,12/12/1994,Left hand Bat,Slow left-arm orthodox,India
507,PWH de Silva,7/30/1997,Right hand Bat,Leg break,Sri Lanka
508,JR Hazlewood,1/8/1991,Left hand Bat,Right-arm fast medium,Australia
509,E Lewis,1/1/1990,Left hand Bat,Leg break,West Indies
510,EK Lewis,7/31/1997,Right hand Bat,Leg break,Sri Lanka
511,PVD Chameera,1/11/1992,Right hand Bat,Right-arm fast,Sri Lanka
512,PK Garg,11/30/2000,Right hand Bat,Right-arm medium,India
513,Abhishek Sharma,9/4/2000,Left hand Bat,Slow left-arm orthodox,India
514,AK Markram,10/4/1994,Right hand Bat,Off break,South Africa
515,N Pooran,10/2/1995,Left hand Bat,NA,West Indies
516,R Shepherd,11/26/1994,Right hand Bat,Right-arm medium fast,West Indies
517,Umran Malik,11/22/1999,Right hand Bat,Right-arm medium fast,India
518,JM Bairstow,9/26/1989,Right hand Bat,Right-arm medium,England
519,M Shahrukh Khan,5/27/1995,Right hand Bat,Off break,India
520,LS Livingstone,8/4/1993,Right hand Bat,Leg break,England
521,JM Sharma,10/22/1993,Right hand Bat,NA,India
522,PN Mankad,4/23/1994,Right hand Bat,Right-arm medium,India
523,PP Shaw,11/9/1999,Right hand Bat,Off break,India
524,R Powell,7/23/1993,Right hand Bat,Right-arm medium fast,West Indies
525,D Brevis,4/29/2003,Right hand Bat,Leg break,South Africa
526,Tilak Varma,11/8/2002,Left hand Bat,Off break,India
527,TH David,3/16/1996,Right hand Bat,Off break,Singapore
528,Ramandeep Singh,4/13/1997,Right hand Bat,Right-arm medium,India
529,DR Sams,10/27/1992,Right hand Bat,Left-arm fast medium,Australia
530,RD Gaikwad,1/31/1997,Right hand Bat,Off break,India
531,DP Conway,7/8/1991,Left hand Bat,Right-arm medium,South Africa
532,MM Ali,6/18/1987,Left hand Bat,Off break,England
533,N Jagadeesan,12/24/1995,Right hand Bat,NA,India
534,Simarjeet Singh,1/17/1998,Right hand Bat,Right-arm fast medium,India
535,MJ Santner,2/5/1992,Left hand Bat,Slow left-arm orthodox,New Zealand
536,VR Iyer,12/25/1994,Left hand Bat,Right-arm medium,India
537,A Tomar,3/14/1995,Right hand Bat,Off break,India
538,RK Singh,10/12/1997,Left hand Bat,Off break,India
539,T Stubbs,8/14/2000,Right hand Bat,Off break,South Africa
540,R Sanjay Yadav,5/10/1995,Left hand Bat,Slow left-arm orthodox,India
541,Lalit Yadav,1/3/1997,Right hand Bat,Off break,India
542,PBB Rajapaksa,10/24/1991,Right hand Bat,NA,Sri Lanka
543,Harpreet Brar,9/16/1995,Left hand Bat,Slow left-arm orthodox,India
544,Arshdeep Singh,2/5/1999,Left hand Bat,Left-arm medium fast,India
545,A Badoni,12/3/1999,Right hand Bat,Off break,India
546,Mohsin Khan,7/15/1998,Left hand Bat,Left-arm medium fast,India
547,S Dube,6/26/1993,Left hand Bat,Right-arm medium,India
548,Shashank Singh,11/21/1991,Right hand Bat,Off break,India
549,M Jansen,5/1/2000,Right hand Bat,Left-arm fast,South Africa
550,M Theekshana,8/1/2000,Right hand Bat,Off break,Sri Lanka
551,Mukesh Choudhary,7/6/1996,Left hand Bat,Left-arm fast medium,India
552,HR Shokeen,8/14/2000,Right hand Bat,Off break,India
553,HE van der Dussen,2/7/1989,Right hand Bat,Leg break,South Africa
554,KS Bharat,10/3/1993,Right hand Bat,NA,India
555,KS Sharma,10/23/1987,Left hand Bat,Leg break googly,India
556,K Kartikeya,12/26/1997,Right hand Bat,Leg break,India
557,RP Meredith,6/21/1996,Right hand Bat,Right-arm fast,Australia
558,RV Patel,9/28/1995,Right hand Bat,Right-arm medium fast,India
559,A Nortje,11/16/1993,Right hand Bat,Right-arm fast,South Africa
560,KK Ahmed,12/5/1997,Right hand Bat,Left-arm medium,India
561,Kartik Tyagi,11/8/2000,Right hand Bat,Right-arm medium fast,India
562,Fazalhaq Farooqi,9/22/2000,Right hand Bat,Left-arm medium,Afghanistan
563,B Indrajith,7/8/1994,Right hand Bat,Leg break googly,India
564,AS Roy,11/30/1998,Left hand Bat,Slow left-arm orthodox,India
565,Shivam Mavi,11/26/1998,Right hand Bat,Right-arm fast medium,India
566,Harshit Rana,12/28/1993,Left hand Bat,Off break,India
567,B Sai Sudharsan,10/15/2001,Left hand Bat,Leg break,India
568,D Pretorius,3/29/1989,Right hand Bat,Right-arm fast medium,South Africa
569,D Pretorius,11/17/1993,Right hand Bat,Right-arm fast,South Africa
570,AS Joseph,11/20/1996,Right hand Bat,Right-arm fast medium,West Indies
571,DJ Mitchell,5/20/1991,Right hand Bat,Right-arm medium,New Zealand
572,A Manohar,9/16/1994,Right hand Bat,Leg break googly,India
573,M Prasidh Krishna,2/19/1996,Right hand Bat,Right-arm medium fast,India
574,SS Prabhudessai,12/6/1997,Right hand Bat,Right-arm medium,India
575,Anuj Rawat,10/17/1999,Left hand Bat,NA,India
576,Yash Dayal,12/13/1997,Left hand Bat,Left-arm medium fast,India
577,NT Ellis,9/22/1994,Right hand Bat,Right-arm fast medium,Australia
578,VG Arora,12/14/1997,Right hand Bat,Right-arm fast medium,India
579,Ravi Bishnoi,9/5/2000,Right hand Bat,Leg break googly,India
580,CV Varun,8/29/1991,Right hand Bat,Leg break googly,India
581,P Simran Singh,8/10/2000,Right hand Bat,NA,India
582,OF Smith,11/1/1996,Right hand Bat,Right-arm medium,West Indies
583,FA Allen,5/7/1995,Right hand Bat,Slow left-arm orthodox,West Indies
584,Aman Hakim Khan,11/23/1996,Right hand Bat,Right-arm medium,India
585,KR Sen,10/22/1996,Right hand Bat,Right-arm fast medium,India
586,Akash Deep,12/15/1996,Right hand Bat,Right-arm medium,India
587,K Gowtham,10/20/1988,Right hand Bat,Off break,India
588,Rasikh Salam,4/5/2001,Right hand Bat,Right-arm medium,India
589,DJ Willey,2/28/1990,Left hand Bat,Left-arm fast medium,England
590,SE Rutherford,8/15/1998,Left hand Bat,Right-arm fast medium,West Indies
591,Abdul Samad,10/28/2001,Right hand Bat,Leg break,India
592,TL Seifert,12/14/1994,Right hand Bat,NA,New Zealand
593,Navdeep Saini,11/23/1992,Right hand Bat,Right-arm fast,India
594,Anmolpreet Singh,3/28/1998,Right hand Bat,Off break,India
595,RA Bawa,11/12/2002,Left hand Bat,Right-arm medium fast,India
596,TK Curran,8/4/1993,Right hand Bat,Leg break,England
597,C Sakariya,2/28/1998,Left hand Bat,Left-arm medium fast,India
598,KA Jamieson,12/30/1994,Right hand Bat,Right-arm fast medium,New Zealand
599,GD Phillips,12/6/1996,Right hand Bat,Off break,New Zealand
600,SM Curran,6/3/1998,Left hand Bat,Left-arm fast medium,England
601,GHS Garton,4/15/1997,Left hand Bat,Left-arm fast ,England
602,K Yadav,10/15/1996,Left hand Bat,Left-arm medium fast,India
603,DJ Malan,9/3/1987,Left hand Bat,Leg break,England
604,Virat Singh,12/8/1997,Left hand Bat,Leg break googly,India
605,KL Nagarkoti,12/28/1999,Right hand Bat,Right-arm fast,India
606,Mujeeb Ur Rahman,3/28/2001,Right hand Bat,Off break,Afghanistan
607,JA Richardson,9/20/1996,Right hand Bat,Right-arm fast,Australia
608,AT Carey,8/27/1991,Left hand Bat,NA,Australia
609,JC Archer,4/1/1995,Right hand Bat,Right-arm fast,England
610,SS Cottrell,8/19/1989,Right hand Bat,Left-arm fast medium,West Indies
611,T Banton,11/11/1998,Right hand Bat,Right-arm fast,England
612,P Dubey,7/1/1993,Right hand Bat,Leg break googly,India
613,JR Philippe,6/1/1997,Right hand Bat,NA,Australia
614,I Udana,2/17/1988,Right hand Bat,Left-arm fast medium,Sri Lanka
615,TU Deshpande,5/15/1995,Left hand Bat,Right-arm medium,India
616,JL Pattinson,5/3/1990,Left hand Bat,Right-arm fast medium,Australia
617,KMA Paul,2/21/1998,Right hand Bat,Right-arm fast medium,West Indies
618,IS Sodhi,10/31/1992,Right hand Bat,Leg break,New Zealand
619,H Klaasen,7/30/1991,Right hand Bat,Off break,South Africa
620,AJ Turner,1/25/1993,Right hand Bat,Off break,Australia
621,DR Shorey,6/5/1992,Right hand Bat,Off break,India
622,GC Viljoen,3/6/1989,Right hand Bat,Right-arm fast,South Africa
623,Y Prithvi Raj,2/20/1998,Left hand Bat,Left-arm medium,India
624,RK Bhui,9/29/1996,Right hand Bat,Leg break googly,India
625,JL Denly,3/16/1986,Right hand Bat,Leg break,England
626,SD Lad,5/23/1992,Right hand Bat,Off break,India
627,HF Gurney,10/25/1986,Right hand Bat,Left-arm fast medium,England
628,S Lamichhane,2/8/2000,Right hand Bat,Leg break googly,Nepal
629,P Ray Barman,10/25/2002,Right hand Bat,Leg break googly,India
630,M Markande,11/11/1997,Right hand Bat,Leg break,India
631,JPR Scantlebury-Searles,12/21/1986,Right hand Bat,Right-arm fast medium,West Indies
632,AD Hales,1/3/1989,Right hand Bat,Right-arm medium,England
633,DJM Short,8/9/1980,Left hand Bat,Leg break,Australia
634,P Chopra,10/7/1992,Right hand Bat,Leg break googly,India
635,LE Plunkett,4/6/1985,Right hand Bat,Right-arm fast,England
636,A Dananjaya,10/4/1993,Left hand Bat,Off break,Sri Lanka
637,MA Wood,1/11/1990,Right hand Bat,Right-arm fast,England
638,AS Yadav,9/1/1985,Right hand Bat,Right-arm offbreak,India
639,PH Solanki,2/22/2000,Right hand Bat,Leg break,India
640,DG Nalkande,10/4/1998,Right hand Bat,Right-arm fast medium,India
641,IC Porel,9/5/1998,Right hand Bat,Right-arm medium,India
642,JP Behrendorff,4/20/1990,Right hand Bat,Left-arm fast medium,Australia
643,KM Asif,7/24/1993,Right hand Bat,Right-arm medium,India
644,R Sai Kishore,11/6/1996,Left hand Bat,Slow left-arm orthodox,India
645,L Ngidi,3/29/1996,Right hand Bat,Right-arm fast medium,South Africa
646,M Pathirana,12/8/2002,Right hand Bat,Right-arm medium,Sri Lanka
647,AU Rashid,2/17/1988,Right hand Bat,Legbreak,England
648,S Sandeep Warrier,4/4/1991,Right hand Bat,Right-arm medium,India
649,Akash Singh,4/26/2002,Right hand Bat,Left-arm fast medium,India
650,LI Meriwala,12/11/1991,Left hand Bat,Left-arm fast medium,India
651,Monu Kumar,11/5/1994,Right hand Bat,Right-arm medium,India
652,CJ Green,10/1/1993,Right hand Bat,Off break,Australia
653,K Khejroliya,3/13/1992,Left hand Bat,Left-arm fast medium,India
654,O Thomas,2/18/1997,Left hand Bat,Right-arm fast,West Indies
655,SC Kuggeleijn,1/3/1992,Right hand Bat,Right-arm fast medium,New Zealand
656,S Midhun,10/7/1994,Right hand Bat,Leg break googly,India
657,CJ Dala,12/29/1989,Right hand Bat,Right-arm medium,South Africa
658,B Aparajith,7/8/1994,Right hand Bat,Off break,India
659,AV Wankhade,3/14/1992,Right hand Bat,Right-arm medium,India
660,Jalaj S Saxena,12/15/1986,Right hand Bat,Off break,India
661,Milind Kumar,2/15/1991,Right hand Bat,Off break,India
